"name","mbid","streamable","artist_name","artist_mbid","album_name","album_mbid","url","image_small","image_medium","image_large","image_extra","date"
"Am I Evil?","65a60c00-c32d-4f76-bc07-3b4090fcab38","0","Metallica","65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab","","","https://www.last.fm/music/Metallica/_/Am+I+Evil%3F","","","","","1108290006"
"White Kaps - Better Life","","0","White Kaps","afbd45f0-5811-44cb-b954-3eab7db318da","","","https://www.last.fm/music/White+Kaps/_/White+Kaps+-+Better+Life","","","","","1108290006"
"Psycho","4c59edfb-8d1f-4206-b855-3f1ad2de2cfc","0","System of a Down","cc0b7089-c08d-4c10-b6b0-873582c17fd6","","","https://www.last.fm/music/System+of+a+Down/_/Psycho","","","","","1108290006"
"No Shelter (Live)","","0","Rage Against the Machine","3798b104-01cb-484c-a3b0-56adc6399b80","","","https://www.last.fm/music/Rage+Against+the+Machine/_/No+Shelter+(Live)","","","","","1108290006"
"031027_rougeau_LCN","","0","Les Grandes Gueules","98d51ca9-49aa-4c18-83a5-6f495b15400e","","","https://www.last.fm/music/Les+Grandes+Gueules/_/031027_rougeau_LCN","","","","","1108290006"
"Shazam!","","0","Beastie Boys","","","","https://www.last.fm/music/Beastie+Boys/_/Shazam%21","","","","","1108290006"
"Réjean - CKVL I","","0","Jean-Claude Gélinas","","","","https://www.last.fm/music/Jean-Claude+G%C3%A9linas/_/R%C3%A9jean+-+CKVL+I","","","","","1108290006"
"Métamucil","","0","Réjean de Terrebonne","","","","https://www.last.fm/music/R%C3%A9jean+de+Terrebonne/_/M%C3%A9tamucil","","","","","1108290006"
"Left Outside Alone","c0c0303f-9f7a-459a-badb-733734fb3bf6","0","Anastacia","d3b2bec4-b70e-460e-b433-a865ceac2de8","","","https://www.last.fm/music/Anastacia/_/Left+Outside+Alone","","","","","1108290006"
"Leave It Alone","8c2cb16d-1afe-4c29-8dd8-7cb7b6352bb4","0","NOFX","dcaa4f81-bfb7-44eb-8594-4e74f004b6e4","","","https://www.last.fm/music/NOFX/_/Leave+It+Alone","","","","","1108290006"
"Bloodclot","ca7039ce-fd21-4bec-a47e-53cce74fc8cd","0","Rancid","24f8d8a5-269b-475c-a1cb-792990b0b2ee","","","https://www.last.fm/music/Rancid/_/Bloodclot","","","","","1108290006"
"If I Aint Got You","bea1e0b0-849b-4eb6-baa8-f8b02d427d18","0","Alicia Keys","8ef1df30-ae4f-4dbd-9351-1a32b208a01e","","","https://www.last.fm/music/Alicia+Keys/_/If+I+Aint+Got+You","","","","","1108290006"
"She","7ed813a3-56b6-4acf-8cbe-c89bc750ec15","0","Green Day","084308bd-1654-436f-ba03-df6697104e19","","","https://www.last.fm/music/Green+Day/_/She","","","","","1108290006"
"031027_enrique_canadiens","","0","Les Grandes Gueules","98d51ca9-49aa-4c18-83a5-6f495b15400e","","","https://www.last.fm/music/Les+Grandes+Gueules/_/031027_enrique_canadiens","","","","","1108290006"
"The Champ Is Here (Prod By Green Lantern)","","0","Jadakiss","83735edd-f2a3-41d0-a31d-652bc3cadb3e","","","https://www.last.fm/music/Jadakiss/_/The+Champ+Is+Here+(Prod+By+Green+Lantern)","","","","","1108290006"
"Le temps passe","0d8b5b2a-f6c3-4b88-a4b1-e3efffdabb2a","0","Vincent Vallières","bca8073f-9a7e-45c8-81d2-c8a252de1a81","","","https://www.last.fm/music/Vincent+Valli%C3%A8res/_/Le+temps+passe","","","","","1108290006"
"Steph Ouellet / Le Lifegard","","0","Les Grandes Gueules","98d51ca9-49aa-4c18-83a5-6f495b15400e","","","https://www.last.fm/music/Les+Grandes+Gueules/_/Steph+Ouellet+%2F+Le+Lifegard","","","","","1108290006"
"En Saskatchewan","","0","Mononc' Serge","","","","https://www.last.fm/music/Mononc%27+Serge/_/En+Saskatchewan","","","","","1108290006"
"Centre de Conditionnement","","0","Réjean de Terrebonne","","","","https://www.last.fm/music/R%C3%A9jean+de+Terrebonne/_/Centre+de+Conditionnement","","","","","1108290006"
"Traveling Company","","0","Masashi Hamauzu, Aki Kuroda","","","","https://www.last.fm/music/Masashi+Hamauzu,+Aki+Kuroda/_/Traveling+Company","","","","","1108290006"
"Trailer Music","","0","halo 2","","","","https://www.last.fm/music/halo+2/_/Trailer+Music","","","","","1108290006"
"Scandalous","4b403cc7-1c1a-4bb8-b39b-366c48157533","0","Mis-Teeq","55d648e3-60d0-4fce-851d-cf6fb1c4e398","","","https://www.last.fm/music/Mis-Teeq/_/Scandalous","","","","","1108290006"
"Tidus' Theme","","0","植松伸夫","92bb085a-2924-4479-b627-181a1835d2f5","","","https://www.last.fm/music/%E6%A4%8D%E6%9D%BE%E4%BC%B8%E5%A4%AB/_/Tidus%27+Theme","","","","","1108290006"
"Sortie de son nouvel album","","0","Les Grandes Gueules","98d51ca9-49aa-4c18-83a5-6f495b15400e","","","https://www.last.fm/music/Les+Grandes+Gueules/_/Sortie+de+son+nouvel+album","","","","","1108290006"
"Dead Girl Superstar","c85e319e-26fc-4336-b86a-be9c38c95b13","0","Rob Zombie","c995a379-60b9-404b-bd97-a7e2de0751d3","","","https://www.last.fm/music/Rob+Zombie/_/Dead+Girl+Superstar","","","","","1108290006"
"Hairy Mary","ad226f5e-2c7e-427f-95bc-64395c2deba1","0","White Kaps","afbd45f0-5811-44cb-b954-3eab7db318da","","","https://www.last.fm/music/White+Kaps/_/Hairy+Mary","","","","","1108290006"
"For My Enemies","","0","Madball","","","","https://www.last.fm/music/Madball/_/For+My+Enemies","","","","","1108290006"
"040121_enrique_soap","","0","Les Grandes Gueules","98d51ca9-49aa-4c18-83a5-6f495b15400e","","","https://www.last.fm/music/Les+Grandes+Gueules/_/040121_enrique_soap","","","","","1108290006"
"Never Gonna Stop","9b6d32f4-04e3-4180-b946-0e35e0a0fb28","0","Rob Zombie","c995a379-60b9-404b-bd97-a7e2de0751d3","","","https://www.last.fm/music/Rob+Zombie/_/Never+Gonna+Stop","","","","","1108290006"
"Monsieur Rénove","","0","Réjean de Terrebonne","","","","https://www.last.fm/music/R%C3%A9jean+de+Terrebonne/_/Monsieur+R%C3%A9nove","","","","","1108290006"
"Via Purifico","","0","Final Fantasy X Piano Collecti","","","","https://www.last.fm/music/Final+Fantasy+X+Piano+Collecti/_/Via+Purifico","","","","","1108290006"
"Enemy Attack","","0","Final Fantasy X Piano Collecti","","","","https://www.last.fm/music/Final+Fantasy+X+Piano+Collecti/_/Enemy+Attack","","","","","1108290006"
"Parle de son père","","0","Les Grandes Gueules","98d51ca9-49aa-4c18-83a5-6f495b15400e","","","https://www.last.fm/music/Les+Grandes+Gueules/_/Parle+de+son+p%C3%A8re","","","","","1108290006"
"Enrique joue des tours","","0","Les Grandes Gueules","98d51ca9-49aa-4c18-83a5-6f495b15400e","","","https://www.last.fm/music/Les+Grandes+Gueules/_/Enrique+joue+des+tours","","","","","1108290006"
"Getting Away With Murder","965f7c7e-e3d3-47bf-a0d7-3370d0af1144","0","Papa Roach","c5eb9407-caeb-4303-b383-6929aa94021c","","","https://www.last.fm/music/Papa+Roach/_/Getting+Away+With+Murder","","","","","1108290006"
"To Zanarkand","f1c71275-30c9-40b3-b4dd-818f117cb58d","0","植松伸夫","92bb085a-2924-4479-b627-181a1835d2f5","","","https://www.last.fm/music/%E6%A4%8D%E6%9D%BE%E4%BC%B8%E5%A4%AB/_/To+Zanarkand","","","","","1108290006"
"Poison","0e58fd24-b857-4058-abbc-6a67a96cf0c6","0","The Prodigy","4a4ee089-93b1-4470-af9a-6ff575d32704","","","https://www.last.fm/music/The+Prodigy/_/Poison","","","","","1108290006"
"49 and 61","","0","Jughead's Revenge","7bfc0a6a-f1fb-40dd-ba7c-673f0adb4ea8","","","https://www.last.fm/music/Jughead%27s+Revenge/_/49+and+61","","","","","1108290006"
"Two-Lane Blacktop","7547bb03-1b5c-4ae2-a8d4-d75bc2e603aa","0","Rob Zombie","c995a379-60b9-404b-bd97-a7e2de0751d3","","","https://www.last.fm/music/Rob+Zombie/_/Two-Lane+Blacktop","","","","","1108290006"
"Rikku's Theme","","0","Final Fantasy X Piano Collections","","","","https://www.last.fm/music/Final+Fantasy+X+Piano+Collections/_/Rikku%27s+Theme","","","","","1108290006"
"Song of Prayer","2c40177a-18b5-4453-8ceb-3042f7e791ba","0","植松伸夫","92bb085a-2924-4479-b627-181a1835d2f5","","","https://www.last.fm/music/%E6%A4%8D%E6%9D%BE%E4%BC%B8%E5%A4%AB/_/Song+of+Prayer","","","","","1108290006"
"1985","33fb52b6-c9a7-4c66-93b8-603fe0ab8cb1","0","Bowling for Soup","bcb95908-5c6e-453a-97fc-d69003d250ff","","","https://www.last.fm/music/Bowling+for+Soup/_/1985","","","","","1108290006"
"Come Out Swinging","2f0c6679-3bc8-4bc9-a80f-d98083f1bc34","0","The Offspring","23a03e33-a603-404e-bcbf-2c00159d7067","","","https://www.last.fm/music/The+Offspring/_/Come+Out+Swinging","","","","","1108290006"
"Yuna's Determination","010a6bf9-042e-404d-af3d-3079c2872885","0","植松伸夫","92bb085a-2924-4479-b627-181a1835d2f5","","","https://www.last.fm/music/%E6%A4%8D%E6%9D%BE%E4%BC%B8%E5%A4%AB/_/Yuna%27s+Determination","","","","","1108290006"
"Hyena","ec12ce80-c336-4dcd-9953-64c561c4d25e","0","Rancid","24f8d8a5-269b-475c-a1cb-792990b0b2ee","","","https://www.last.fm/music/Rancid/_/Hyena","","","","","1108290006"
"dont wanna think about you","","0","Simple Plan","b345af35-205e-4eca-8006-029e5c20127e","","","https://www.last.fm/music/Simple+Plan/_/dont+wanna+think+about+you","","","","","1108290006"
"Don't Bother Me","20666436-a3d3-4ecd-bff4-d0e75b8f0e81","0","White Kaps","afbd45f0-5811-44cb-b954-3eab7db318da","","","https://www.last.fm/music/White+Kaps/_/Don%27t+Bother+Me","","","","","1108290006"
"Blitzkrieg","f41e5d32-a8ba-4d6a-8d3f-47099cfcb8b4","0","Metallica","65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab","","","https://www.last.fm/music/Metallica/_/Blitzkrieg","","","","","1108290006"
"Gotta Get Away","24b67665-5781-447f-b420-13e07971f828","0","The Offspring","23a03e33-a603-404e-bcbf-2c00159d7067","","","https://www.last.fm/music/The+Offspring/_/Gotta+Get+Away","","","","","1108290006"
"Right Turn Clyde","","0","Bloodhound Gang","b2dbfc09-b332-408b-a235-1850e41971c5","","","https://www.last.fm/music/Bloodhound+Gang/_/Right+Turn+Clyde","","","","","1108290006"
"Suteki Da Ne","","0","Final Fantasy X Piano Collections","","","","https://www.last.fm/music/Final+Fantasy+X+Piano+Collections/_/Suteki+Da+Ne","","","","","1108290006"
"Ending Theme","","0","Final Fantasy X Piano Collections","","","","https://www.last.fm/music/Final+Fantasy+X+Piano+Collections/_/Ending+Theme","","","","","1108290006"
"Un Char Qui Parle","","0","Elvis Gratton","86c9e433-bb78-48cb-983c-edb0c84c1895","","","https://www.last.fm/music/Elvis+Gratton/_/Un+Char+Qui+Parle","","","","","1108290006"
"What's Happenin ft. Busta Rhymes","","0","Method Man","94dbfe2e-ca48-4e08-a5a8-e1e74136c63d","","","https://www.last.fm/music/Method+Man/_/What%27s+Happenin+ft.+Busta+Rhymes","","","","","1108290006"
"The People Of The Far North","","0","Final Fantasy X Piano Collections","","","","https://www.last.fm/music/Final+Fantasy+X+Piano+Collections/_/The+People+Of+The+Far+North","","","","","1108290006"
"Sa tétine","","0","Les Grandes Gueules","98d51ca9-49aa-4c18-83a5-6f495b15400e","","","https://www.last.fm/music/Les+Grandes+Gueules/_/Sa+t%C3%A9tine","","","","","1108290006"
"Freddy vs Jason","","0","Les Grandes Gueules","98d51ca9-49aa-4c18-83a5-6f495b15400e","","","https://www.last.fm/music/Les+Grandes+Gueules/_/Freddy+vs+Jason","","","","","1108290006"
"Montagnes russes","","0","Réjean de Terrebonne","","","","https://www.last.fm/music/R%C3%A9jean+de+Terrebonne/_/Montagnes+russes","","","","","1108290006"
"Reino De Silia","","0","V. Amigo","","","","https://www.last.fm/music/V.+Amigo/_/Reino+De+Silia","","","","","1108290006"
"Réjean - Radio-Canada","","0","Jean-Claude Gélinas","","","","https://www.last.fm/music/Jean-Claude+G%C3%A9linas/_/R%C3%A9jean+-+Radio-Canada","","","","","1108290006"
"Take Me Away","3d0edebd-f41e-4600-9084-cd719513099f","0","Fefe Dobson","42f55e6a-7a8d-4e8f-bbc7-da411b41bd15","","","https://www.last.fm/music/Fefe+Dobson/_/Take+Me+Away","","","","","1108290006"
"Bisaido Island","","0","Masashi Hamauzu, Aki Kuroda","","","","https://www.last.fm/music/Masashi+Hamauzu,+Aki+Kuroda/_/Bisaido+Island","","","","","1108290006"
"Can't WaIt One Minute More","8d6a5922-d7ff-4ee8-9e44-ad943d4218df","0","CIV","1649c891-eea0-45b2-8caf-c85d985ff3bd","","","https://www.last.fm/music/CIV/_/Can%27t+WaIt+One+Minute+More","","","","","1108290006"
"Can't WaIt One Minute More","8d6a5922-d7ff-4ee8-9e44-ad943d4218df","0","CIV","1649c891-eea0-45b2-8caf-c85d985ff3bd","","","https://www.last.fm/music/CIV/_/Can%27t+WaIt+One+Minute+More","","","","","1108290006"
"Fuck Religion","","0","Propagandhi","cc546218-cc08-4ae9-9592-ac1596c1470d","","","https://www.last.fm/music/Propagandhi/_/Fuck+Religion","","","","","1108290006"
"Quiz de lutte","","0","Les Grandes Gueules","98d51ca9-49aa-4c18-83a5-6f495b15400e","","","https://www.last.fm/music/Les+Grandes+Gueules/_/Quiz+de+lutte","","","","","1108290006"
"No Sleep Till Brooklyn","","0","Beastie Boys","","","","https://www.last.fm/music/Beastie+Boys/_/No+Sleep+Till+Brooklyn","","","","","1108290006"
"030915_enrique_cabane_tuques","","0","Les Grandes Gueules","98d51ca9-49aa-4c18-83a5-6f495b15400e","","","https://www.last.fm/music/Les+Grandes+Gueules/_/030915_enrique_cabane_tuques","","","","","1108290006"
"Chrono Cross Dream Shore Sonata-Fantasy OC ReMix","","0","MC","467b9895-59b9-432e-a80d-cc6f5f91b66e","","","https://www.last.fm/music/MC/_/Chrono+Cross+Dream+Shore+Sonata-Fantasy+OC+ReMix","","","","","1108290006"
"031030_enrique_pat_norman","","0","Les Grandes Gueules","98d51ca9-49aa-4c18-83a5-6f495b15400e","","","https://www.last.fm/music/Les+Grandes+Gueules/_/031030_enrique_pat_norman","","","","","1108290006"
"Guadosalam","b7b22081-ba10-4184-9691-df15edc8dc84","0","仲野順也","00d4876a-cb9f-45aa-81ed-7673ad81f3df","","","https://www.last.fm/music/%E4%BB%B2%E9%87%8E%E9%A0%86%E4%B9%9F/_/Guadosalam","","","","","1108290006"
"Toxic","0c771a6a-8904-479b-b864-9176047dad59","0","Britney Spears","45a663b5-b1cb-4a91-bff6-2bef7bbfdd76","","","https://www.last.fm/music/Britney+Spears/_/Toxic","","","","","1108290006"
"Let_Them_Eat_War","","0","Bad Religion","149e6720-4e4a-41a4-afca-6d29083fc091","","","https://www.last.fm/music/Bad+Religion/_/Let_Them_Eat_War","","","","","1108290006"
"031021_vigneault_emeute","","0","Les Grandes Gueules","98d51ca9-49aa-4c18-83a5-6f495b15400e","","","https://www.last.fm/music/Les+Grandes+Gueules/_/031021_vigneault_emeute","","","","","1108290006"
"Not Listening","a1af10f5-5411-49d7-abb9-f44a828c77d5","0","Papa Roach","c5eb9407-caeb-4303-b383-6929aa94021c","","","https://www.last.fm/music/Papa+Roach/_/Not+Listening","","","","","1108290006"
"Appelle un magicien","","0","Les Grandes Gueules","98d51ca9-49aa-4c18-83a5-6f495b15400e","","","https://www.last.fm/music/Les+Grandes+Gueules/_/Appelle+un+magicien","","","","","1108290005"
"Am I Evil?","65a60c00-c32d-4f76-bc07-3b4090fcab38","0","Metallica","65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab","","","https://www.last.fm/music/Metallica/_/Am+I+Evil%3F","","","","","1108290005"
"White Kaps - Better Life","","0","White Kaps","afbd45f0-5811-44cb-b954-3eab7db318da","","","https://www.last.fm/music/White+Kaps/_/White+Kaps+-+Better+Life","","","","","1108290005"
"Psycho","4c59edfb-8d1f-4206-b855-3f1ad2de2cfc","0","System of a Down","cc0b7089-c08d-4c10-b6b0-873582c17fd6","","","https://www.last.fm/music/System+of+a+Down/_/Psycho","","","","","1108290005"
"No Shelter (Live)","","0","Rage Against the Machine","3798b104-01cb-484c-a3b0-56adc6399b80","","","https://www.last.fm/music/Rage+Against+the+Machine/_/No+Shelter+(Live)","","","","","1108290005"
"031027_rougeau_LCN","","0","Les Grandes Gueules","98d51ca9-49aa-4c18-83a5-6f495b15400e","","","https://www.last.fm/music/Les+Grandes+Gueules/_/031027_rougeau_LCN","","","","","1108290005"
"Shazam!","","0","Beastie Boys","","","","https://www.last.fm/music/Beastie+Boys/_/Shazam%21","","","","","1108290005"
"Réjean - CKVL I","","0","Jean-Claude Gélinas","","","","https://www.last.fm/music/Jean-Claude+G%C3%A9linas/_/R%C3%A9jean+-+CKVL+I","","","","","1108290005"
"Get Low","","0","Lil Jon & The Eastside Boys; Yin Yang Twins","","","","https://www.last.fm/music/Lil+Jon+&+The+Eastside+Boys;+Yin+Yang+Twins/_/Get+Low","","","","","1108290005"
"030919_enrique_rougeau","","0","Les Grandes Gueules","98d51ca9-49aa-4c18-83a5-6f495b15400e","","","https://www.last.fm/music/Les+Grandes+Gueules/_/030919_enrique_rougeau","","","","","1108290005"
"Enrique  : Suivi par un détective","","0","Les Grandes Gueules","98d51ca9-49aa-4c18-83a5-6f495b15400e","","","https://www.last.fm/music/Les+Grandes+Gueules/_/Enrique++:+Suivi+par+un+d%C3%A9tective","","","","","1108290005"
"040123_dassin_gino_pere","","0","Les Grandes Gueules","98d51ca9-49aa-4c18-83a5-6f495b15400e","","","https://www.last.fm/music/Les+Grandes+Gueules/_/040123_dassin_gino_pere","","","","","1108290005"
"Métamucil","","0","Réjean de Terrebonne","","","","https://www.last.fm/music/R%C3%A9jean+de+Terrebonne/_/M%C3%A9tamucil","","","","","1108290005"
"Left Outside Alone","c0c0303f-9f7a-459a-badb-733734fb3bf6","0","Anastacia","d3b2bec4-b70e-460e-b433-a865ceac2de8","","","https://www.last.fm/music/Anastacia/_/Left+Outside+Alone","","","","","1108290005"
"Leave It Alone","8c2cb16d-1afe-4c29-8dd8-7cb7b6352bb4","0","NOFX","dcaa4f81-bfb7-44eb-8594-4e74f004b6e4","","","https://www.last.fm/music/NOFX/_/Leave+It+Alone","","","","","1108290005"
"Bloodclot","ca7039ce-fd21-4bec-a47e-53cce74fc8cd","0","Rancid","24f8d8a5-269b-475c-a1cb-792990b0b2ee","","","https://www.last.fm/music/Rancid/_/Bloodclot","","","","","1108290005"
"If I Aint Got You","bea1e0b0-849b-4eb6-baa8-f8b02d427d18","0","Alicia Keys","8ef1df30-ae4f-4dbd-9351-1a32b208a01e","","","https://www.last.fm/music/Alicia+Keys/_/If+I+Aint+Got+You","","","","","1108290005"
"She","7ed813a3-56b6-4acf-8cbe-c89bc750ec15","0","Green Day","084308bd-1654-436f-ba03-df6697104e19","","","https://www.last.fm/music/Green+Day/_/She","","","","","1108290005"
"031027_enrique_canadiens","","0","Les Grandes Gueules","98d51ca9-49aa-4c18-83a5-6f495b15400e","","","https://www.last.fm/music/Les+Grandes+Gueules/_/031027_enrique_canadiens","","","","","1108290005"
"The Champ Is Here (Prod By Green Lantern)","","0","Jadakiss","83735edd-f2a3-41d0-a31d-652bc3cadb3e","","","https://www.last.fm/music/Jadakiss/_/The+Champ+Is+Here+(Prod+By+Green+Lantern)","","","","","1108290005"
"Réjean  - CKVL II","","0","Jean-Claude Gélinas","","","","https://www.last.fm/music/Jean-Claude+G%C3%A9linas/_/R%C3%A9jean++-+CKVL+II","","","","","1108290005"
"Le temps passe","0d8b5b2a-f6c3-4b88-a4b1-e3efffdabb2a","0","Vincent Vallières","bca8073f-9a7e-45c8-81d2-c8a252de1a81","","","https://www.last.fm/music/Vincent+Valli%C3%A8res/_/Le+temps+passe","","","","","1108290005"
"Steph Ouellet / Le Lifegard","","0","Les Grandes Gueules","98d51ca9-49aa-4c18-83a5-6f495b15400e","","","https://www.last.fm/music/Les+Grandes+Gueules/_/Steph+Ouellet+%2F+Le+Lifegard","","","","","1108290005"
"En Saskatchewan","","0","Mononc' Serge","","","","https://www.last.fm/music/Mononc%27+Serge/_/En+Saskatchewan","","","","","1108290005"
"Centre de Conditionnement","","0","Réjean de Terrebonne","","","","https://www.last.fm/music/R%C3%A9jean+de+Terrebonne/_/Centre+de+Conditionnement","","","","","1108290005"
"Traveling Company","","0","Masashi Hamauzu, Aki Kuroda","","","","https://www.last.fm/music/Masashi+Hamauzu,+Aki+Kuroda/_/Traveling+Company","","","","","1108290005"
"Trailer Music","","0","halo 2","","","","https://www.last.fm/music/halo+2/_/Trailer+Music","","","","","1108290005"
"031031_rougeau_en_dassin","","0","Les Grandes Gueules","98d51ca9-49aa-4c18-83a5-6f495b15400e","","","https://www.last.fm/music/Les+Grandes+Gueules/_/031031_rougeau_en_dassin","","","","","1108290005"
"Scandalous","4b403cc7-1c1a-4bb8-b39b-366c48157533","0","Mis-Teeq","55d648e3-60d0-4fce-851d-cf6fb1c4e398","","","https://www.last.fm/music/Mis-Teeq/_/Scandalous","","","","","1108290005"
"Tidus' Theme","","0","植松伸夫","92bb085a-2924-4479-b627-181a1835d2f5","","","https://www.last.fm/music/%E6%A4%8D%E6%9D%BE%E4%BC%B8%E5%A4%AB/_/Tidus%27+Theme","","","","","1108290005"
"Sortie de son nouvel album","","0","Les Grandes Gueules","98d51ca9-49aa-4c18-83a5-6f495b15400e","","","https://www.last.fm/music/Les+Grandes+Gueules/_/Sortie+de+son+nouvel+album","","","","","1108290005"
"Dead Girl Superstar","c85e319e-26fc-4336-b86a-be9c38c95b13","0","Rob Zombie","c995a379-60b9-404b-bd97-a7e2de0751d3","","","https://www.last.fm/music/Rob+Zombie/_/Dead+Girl+Superstar","","","","","1108290005"
"Hairy Mary","ad226f5e-2c7e-427f-95bc-64395c2deba1","0","White Kaps","afbd45f0-5811-44cb-b954-3eab7db318da","","","https://www.last.fm/music/White+Kaps/_/Hairy+Mary","","","","","1108290005"
"Automne","","0","Réjean de Terrebonne","","","","https://www.last.fm/music/R%C3%A9jean+de+Terrebonne/_/Automne","","","","","1108290005"
"For My Enemies","","0","Madball","","","","https://www.last.fm/music/Madball/_/For+My+Enemies","","","","","1108290005"
"Chapitres tournés en tous sens, b) le porteur de grosses pierres","","0","Erik Satie","e1d521ea-5b97-4981-987c-ba988b2a87d7","","","https://www.last.fm/music/Erik+Satie/_/Chapitres+tourn%C3%A9s+en+tous+sens,+b)+le+porteur+de+grosses+pierres","","","","","1108290005"
"040121_enrique_soap","","0","Les Grandes Gueules","98d51ca9-49aa-4c18-83a5-6f495b15400e","","","https://www.last.fm/music/Les+Grandes+Gueules/_/040121_enrique_soap","","","","","1108290005"
"Never Gonna Stop","9b6d32f4-04e3-4180-b946-0e35e0a0fb28","0","Rob Zombie","c995a379-60b9-404b-bd97-a7e2de0751d3","","","https://www.last.fm/music/Rob+Zombie/_/Never+Gonna+Stop","","","","","1108290005"
"Monsieur Rénove","","0","Réjean de Terrebonne","","","","https://www.last.fm/music/R%C3%A9jean+de+Terrebonne/_/Monsieur+R%C3%A9nove","","","","","1108290005"
"Via Purifico","","0","Final Fantasy X Piano Collecti","","","","https://www.last.fm/music/Final+Fantasy+X+Piano+Collecti/_/Via+Purifico","","","","","1108290005"
"Enemy Attack","","0","Final Fantasy X Piano Collecti","","","","https://www.last.fm/music/Final+Fantasy+X+Piano+Collecti/_/Enemy+Attack","","","","","1108290005"
"Parle de son père","","0","Les Grandes Gueules","98d51ca9-49aa-4c18-83a5-6f495b15400e","","","https://www.last.fm/music/Les+Grandes+Gueules/_/Parle+de+son+p%C3%A8re","","","","","1108290005"
"Enrique joue des tours","","0","Les Grandes Gueules","98d51ca9-49aa-4c18-83a5-6f495b15400e","","","https://www.last.fm/music/Les+Grandes+Gueules/_/Enrique+joue+des+tours","","","","","1108290005"
"Getting Away With Murder","965f7c7e-e3d3-47bf-a0d7-3370d0af1144","0","Papa Roach","c5eb9407-caeb-4303-b383-6929aa94021c","","","https://www.last.fm/music/Papa+Roach/_/Getting+Away+With+Murder","","","","","1108290005"
"To Zanarkand","f1c71275-30c9-40b3-b4dd-818f117cb58d","0","植松伸夫","92bb085a-2924-4479-b627-181a1835d2f5","","","https://www.last.fm/music/%E6%A4%8D%E6%9D%BE%E4%BC%B8%E5%A4%AB/_/To+Zanarkand","","","","","1108290005"
"Poison","0e58fd24-b857-4058-abbc-6a67a96cf0c6","0","The Prodigy","4a4ee089-93b1-4470-af9a-6ff575d32704","","","https://www.last.fm/music/The+Prodigy/_/Poison","","","","","1108290005"
"49 and 61","","0","Jughead's Revenge","7bfc0a6a-f1fb-40dd-ba7c-673f0adb4ea8","","","https://www.last.fm/music/Jughead%27s+Revenge/_/49+and+61","","","","","1108290005"
"Two-Lane Blacktop","7547bb03-1b5c-4ae2-a8d4-d75bc2e603aa","0","Rob Zombie","c995a379-60b9-404b-bd97-a7e2de0751d3","","","https://www.last.fm/music/Rob+Zombie/_/Two-Lane+Blacktop","","","","","1108290005"
"Thunder Plains","","0","[unknown]","5dfdca28-9ddc-4853-933c-8bc97d87beec","","","https://www.last.fm/music/%5Bunknown%5D/_/Thunder+Plains","","","","","1108290005"
"Rikku's Theme","","0","Final Fantasy X Piano Collections","","","","https://www.last.fm/music/Final+Fantasy+X+Piano+Collections/_/Rikku%27s+Theme","","","","","1108290005"
"Song of Prayer","2c40177a-18b5-4453-8ceb-3042f7e791ba","0","植松伸夫","92bb085a-2924-4479-b627-181a1835d2f5","","","https://www.last.fm/music/%E6%A4%8D%E6%9D%BE%E4%BC%B8%E5%A4%AB/_/Song+of+Prayer","","","","","1108290005"
"1985","33fb52b6-c9a7-4c66-93b8-603fe0ab8cb1","0","Bowling for Soup","bcb95908-5c6e-453a-97fc-d69003d250ff","","","https://www.last.fm/music/Bowling+for+Soup/_/1985","","","","","1108290005"
"Come Out Swinging","2f0c6679-3bc8-4bc9-a80f-d98083f1bc34","0","The Offspring","23a03e33-a603-404e-bcbf-2c00159d7067","","","https://www.last.fm/music/The+Offspring/_/Come+Out+Swinging","","","","","1108290005"
"Yuna's Determination","010a6bf9-042e-404d-af3d-3079c2872885","0","植松伸夫","92bb085a-2924-4479-b627-181a1835d2f5","","","https://www.last.fm/music/%E6%A4%8D%E6%9D%BE%E4%BC%B8%E5%A4%AB/_/Yuna%27s+Determination","","","","","1108290005"
"Hyena","ec12ce80-c336-4dcd-9953-64c561c4d25e","0","Rancid","24f8d8a5-269b-475c-a1cb-792990b0b2ee","","","https://www.last.fm/music/Rancid/_/Hyena","","","","","1108290005"
"Lit un roman","","0","Réjean de Terrebonne","","","","https://www.last.fm/music/R%C3%A9jean+de+Terrebonne/_/Lit+un+roman","","","","","1108290005"
"dont wanna think about you","","0","Simple Plan","b345af35-205e-4eca-8006-029e5c20127e","","","https://www.last.fm/music/Simple+Plan/_/dont+wanna+think+about+you","","","","","1108290005"
"Don't Bother Me","20666436-a3d3-4ecd-bff4-d0e75b8f0e81","0","White Kaps","afbd45f0-5811-44cb-b954-3eab7db318da","","","https://www.last.fm/music/White+Kaps/_/Don%27t+Bother+Me","","","","","1108290005"
"Blitzkrieg","f41e5d32-a8ba-4d6a-8d3f-47099cfcb8b4","0","Metallica","65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab","","","https://www.last.fm/music/Metallica/_/Blitzkrieg","","","","","1108290005"
"Gotta Get Away","24b67665-5781-447f-b420-13e07971f828","0","The Offspring","23a03e33-a603-404e-bcbf-2c00159d7067","","","https://www.last.fm/music/The+Offspring/_/Gotta+Get+Away","","","","","1108290005"
